"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","numAdminTickets","numTechTickets","Churn","Churn_Prob","Churn_Risk_Group"
"2639-UGMAZ","Male",1,"No","No",71,"No","No phone service","DSL","Yes","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",56.45,3985.35,0,0,"No",0.0326943879818214,"Low Risk"
"2876-GZYZC","Female",0,"No","No",13,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.95,1215.65,0,0,"No",0.660270555880032,"High Risk"
"6207-WIOLX","Female",0,"Yes","Yes",25,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",58.6,1502.65,0,1,"Yes",0.294619382370323,"Moderate Risk"
"8587-XYZSF","Male",0,"No","No",67,"Yes","No","DSL","No","No","No","Yes","No","No","Two year","No","Bank transfer (automatic)",50.55,3260.1,0,0,"No",0.00502293208020766,"Low Risk"
"3091-FYHKI","Male",0,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",35.45,35.45,0,0,"Yes",0.533863421621067,"High Risk"
"2372-HWUHI","Male",0,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",44.35,81.25,0,0,"Yes",0.44706297695803,"Moderate Risk"
"7799-LGRDP","Female",0,"No","No",43,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.7,1188.2,0,0,"No",0.0116170462039799,"Low Risk"
"7850-VWJUU","Female",0,"No","No",23,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75,1778.5,4,0,"No",0.404701876208542,"Moderate Risk"
"3774-VBNXY","Female",0,"Yes","Yes",64,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.2,1277.75,0,0,"No",0.00160882896296852,"Low Risk"
"6217-KDYWC","Male",0,"No","Yes",57,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",19.6,1170.55,0,0,"No",0.00368236927340851,"Low Risk"
"0390-DCFDQ","Female",1,"Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.45,70.45,0,0,"Yes",0.529786595821123,"High Risk"
"3146-MSEGF","Female",1,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",88.05,6425.65,0,0,"No",0.0272987665161692,"Low Risk"
"4080-OGPJL","Female",0,"No","No",8,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","No","Electronic check",71.15,563.65,0,0,"Yes",0.512447269994957,"High Risk"
"1095-WGNGG","Female",0,"Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",101.05,5971.25,0,0,"No",0.0560802023079106,"Low Risk"
"2636-SJDOU","Male",0,"No","No",64,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","One year","Yes","Credit card (automatic)",84.3,5289.05,0,0,"No",0.0726626652148642,"Low Risk"
"1131-QQZEB","Male",1,"Yes","No",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",23.95,1756.2,0,0,"No",0.00163545351669561,"Low Risk"
"5716-EZXZN","Female",0,"Yes","Yes",65,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",99.05,6416.7,0,0,"No",0.0487950961271791,"Low Risk"
"6837-BJYDQ","Male",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.6,61.35,0,0,"No",0.0933076061285408,"Low Risk"
"2135-RXIHG","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.65,45.65,0,0,"Yes",0.579547705989358,"High Risk"
"6440-DKQGE","Male",0,"No","Yes",30,"Yes","No","DSL","No","Yes","Yes","No","Yes","No","One year","No","Credit card (automatic)",64.5,1929.95,0,0,"No",0.0906502732709479,"Low Risk"
"3466-BYAVD","Male",0,"Yes","Yes",15,"Yes","No","DSL","No","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Mailed check",69.5,1071.4,0,0,"No",0.392097506259999,"Moderate Risk"
"3780-YVMFA","Female",0,"Yes","Yes",8,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",68.55,564.35,4,0,"No",0.614232901052608,"High Risk"
"3874-EQOEP","Male",0,"No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check",95,655.5,2,0,"Yes",0.477051106737994,"Moderate Risk"
"1679-JRFBR","Female",0,"Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",108.15,7930.55,0,0,"No",0.149372008989699,"Low Risk"
"9073-ZZIAY","Male",0,"Yes","Yes",62,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",86.1,5215.25,1,0,"No",0.0324934159855033,"Low Risk"
"3077-RSNTJ","Female",0,"Yes","Yes",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.7,113.5,0,0,"No",0.1779647967669,"Low Risk"
"6551-GNYDG","Female",0,"Yes","Yes",14,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",80.9,1152.8,0,0,"No",0.518038882264962,"High Risk"
"9167-APMXZ","Female",0,"No","No",22,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",84.15,1821.95,0,0,"No",0.46211613291001,"Moderate Risk"
"2749-CTKAJ","Male",0,"Yes","Yes",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.15,419.9,0,0,"No",0.0364510833192176,"Low Risk"
"6371-NZYEG","Male",0,"Yes","Yes",16,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","Two year","No","Mailed check",64.25,1024,0,0,"No",0.05169560127839,"Low Risk"
"7554-NEWDD","Male",0,"No","No",10,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.7,251.6,0,0,"No",0.0378268091758633,"Low Risk"
"8992-VONJD","Female",0,"No","Yes",13,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",56,764.55,0,0,"No",0.501004081441223,"High Risk"
"0867-MKZVY","Female",0,"Yes","No",20,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",82.4,1592.35,0,0,"Yes",0.458771410641207,"Moderate Risk"
"4482-EWFMI","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.7,135.2,0,0,"No",0.672041481369785,"High Risk"
"4648-YPBTM","Male",0,"No","No",53,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",73.9,3958.25,0,1,"No",0.0323416206281875,"Low Risk"
"2907-ILJBN","Female",0,"Yes","Yes",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.6,233.9,2,0,"No",0.0644312778989475,"Low Risk"
"6345-FZOQH","Male",0,"Yes","No",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.9,1363.45,0,0,"No",0.00122407733184932,"Low Risk"
"3376-BMGFE","Female",0,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",70.9,273,2,0,"Yes",0.558237013849931,"High Risk"
"5997-OPVFA","Male",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",89.05,6254.45,4,0,"No",0.0265442008834001,"Low Risk"
"3445-HXXGF","Male",1,"Yes","No",58,"No","No phone service","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",45.3,2651.2,0,5,"Yes",0.0916362853595722,"Low Risk"
"1159-WFSGR","Female",0,"Yes","Yes",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20.4,321.4,0,0,"No",0.199056497257767,"Low Risk"
"7654-YWJUF","Male",0,"Yes","No",43,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No","One year","Yes","Bank transfer (automatic)",84.25,3539.25,0,0,"No",0.141337235551779,"Low Risk"
"1875-QIVME","Female",0,"Yes","No",2,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",104.4,242.8,2,0,"Yes",0.797030133648416,"Very High Risk"
"6727-IOTLZ","Male",0,"Yes","No",14,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",81.95,1181.75,0,0,"No",0.080745463131281,"Low Risk"
"0691-JVSYA","Female",0,"Yes","No",53,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",94.85,5000.2,0,5,"Yes",0.142518411115097,"Low Risk"
"5918-VUKWP","Female",0,"No","No",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.55,654.55,0,0,"No",0.027630582329901,"Low Risk"
"1744-JHKYS","Female",0,"Yes","No",34,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",24.7,780.2,0,0,"No",0.0962386603117904,"Low Risk"
"2656-FMOKZ","Female",1,"No","No",15,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",74.45,1145.7,3,0,"Yes",0.418383469197196,"Moderate Risk"
"2070-FNEXE","Female",1,"No","No",7,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",76.45,503.6,0,0,"Yes",0.440334932116083,"Moderate Risk"
"5947-SGKCL","Female",0,"Yes","Yes",15,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",105.35,1559.25,0,0,"No",0.637270314193503,"High Risk"
"3712-PKXZA","Male",0,"Yes","No",61,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",20.55,1252,0,0,"No",0.00967557529551088,"Low Risk"
"6317-YPKDH","Female",0,"No","No",1,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",29.95,29.95,0,0,"Yes",0.298998182249534,"Moderate Risk"
"6582-OIVSP","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.3,45.3,0,0,"No",0.310208544926594,"Moderate Risk"
"9367-WXLCH","Male",0,"No","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",84.5,662.65,0,0,"Yes",0.47247086303349,"Moderate Risk"
"5524-KHNJP","Male",0,"Yes","Yes",33,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",74.75,2453.3,0,0,"No",0.104067612701207,"Low Risk"
"1918-ZBFQJ","Female",0,"No","No",13,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",79.25,1111.65,2,1,"Yes",0.626186669459857,"High Risk"
"1024-GUALD","Female",0,"Yes","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.8,24.8,4,0,"Yes",0.485562196408076,"Moderate Risk"
"4827-USJHP","Male",0,"No","No",20,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",51.8,1023.85,0,0,"No",0.257254855395371,"Moderate Risk"
"8167-GJLRN","Male",0,"No","No",3,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","No","Electronic check",30.4,82.15,0,0,"No",0.372803068544772,"Moderate Risk"
"0956-SYCWG","Female",0,"No","No",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",19.65,244.8,0,0,"No",0.103930432563684,"Low Risk"
"8017-UVSZU","Female",0,"Yes","No",40,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",56.6,2379.1,0,0,"No",0.118769874745513,"Low Risk"
"7100-FQPRV","Male",0,"Yes","Yes",43,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Credit card (automatic)",71.9,3173.35,0,0,"No",0.106497558211455,"Low Risk"
"2472-OVKUP","Male",0,"Yes","No",6,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",91,531,0,0,"Yes",0.725968930318753,"High Risk"
"2984-RGEYA","Female",0,"Yes","Yes",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.75,1375.4,0,0,"No",0.00153474271029134,"Low Risk"
"9680-NIAUV","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",109.7,8129.3,0,0,"No",0.0400673774736366,"Low Risk"
"2146-EGVDT","Male",0,"Yes","Yes",59,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.3,1192.7,0,0,"No",0.00259122543382327,"Low Risk"
"2604-IJPDU","Female",0,"Yes","No",20,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",96.55,1901.65,0,0,"No",0.653626467040329,"High Risk"
"9178-JHUVJ","Male",0,"Yes","Yes",24,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",24.1,587.4,0,0,"No",0.0285266426774297,"Low Risk"
"6168-YBYNP","Male",0,"No","No",59,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",111.35,6519.75,0,0,"No",0.474885541618901,"Moderate Risk"
"7255-SSFBC","Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",112.25,8041.65,0,0,"No",0.0634104055320611,"Low Risk"
"3645-DEYGF","Male",0,"No","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.75,20.75,0,0,"No",0.223561775202103,"Low Risk"
"9323-HGFWY","Female",0,"Yes","No",27,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",101.9,2681.15,0,0,"No",0.311722601477847,"Moderate Risk"
"8544-GOQSH","Female",0,"No","No",14,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",80.05,1112.3,0,0,"No",0.511273799452588,"High Risk"
"3363-DTIVD","Male",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","No","Electronic check",105.55,7405.5,0,0,"No",0.0490086870565982,"Low Risk"
"7018-WBJNK","Male",0,"No","Yes",13,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",78.3,1033.95,0,0,"No",0.512631147116655,"High Risk"
"9142-KZXOP","Male",0,"No","No",44,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",68.85,2958.95,0,0,"No",0.134908230404305,"Low Risk"
"7674-YTAFD","Female",0,"No","No",33,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",79.95,2684.85,5,0,"No",0.177492609882363,"Low Risk"
"6348-SNFUS","Male",0,"Yes","Yes",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",55.45,4179.2,0,0,"No",0.00834387833106856,"Low Risk"
"1285-OKIPP","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",79.9,79.9,0,0,"Yes",0.618060994093752,"High Risk"
"7825-ECJRF","Female",0,"No","No",19,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",106.6,1934.45,0,1,"Yes",0.707289071976122,"High Risk"
"1347-KTTTA","Male",0,"Yes","No",64,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",102.45,6654.1,0,0,"No",0.136556802728468,"Low Risk"
"7841-TZDMQ","Male",0,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",46,84.5,0,0,"Yes",0.463228599964369,"Moderate Risk"
"4195-NZGTA","Female",0,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",25.25,25.25,5,0,"No",0.374901901117312,"Moderate Risk"
"7157-SMCFK","Male",0,"No","Yes",61,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.75,1124.2,0,0,"No",0.00182210176047161,"Low Risk"
"4709-LKHYG","Female",0,"Yes","Yes",29,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",20,540.05,0,0,"No",0.0473848912834647,"Low Risk"
"2504-DSHIH","Male",1,"Yes","No",23,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",86.8,1975.85,4,0,"No",0.461149163528822,"Moderate Risk"
"0699-NDKJM","Female",0,"Yes","No",57,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",58.75,3437.45,0,1,"No",0.0994366196278564,"Low Risk"
"9286-BHDQG","Male",0,"Yes","Yes",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",45.25,3139.8,0,0,"No",0.00330334854805378,"Low Risk"
